customer_id,customer_name,email,created_at,state_code,acquisition_channel,income_bracket,birth_date,engagement_score
C1528,An4  Correia,ana_correia@gmail.com,2023-12-25,Sao Paulo,direct,10k-20k,1978-05-23,95
C1529,RODRIGO	monteiro,rodrigo_monteiro@gmail.com,2023-05-04,M.G.,social_media,10k-20k,1972-11-19,86
C1530,Matheus  Bragga,matheus_braga@gmail.com,2023-02-28,ES,paid_search,0-2k,1985-10-09,24
C1531,JULIANA Xavier,juliana_xavier@gmail.com,2023-10-19,sp,organic,0-2k,2001-10-01,42
C1532,GABRIELA Silva,gabriela_silva@gmail.com,2023-11-23,Bahia,organic,20k+,2000-11-05,15
C1533,Mateus	Nevez,matheus_neves@gmail.com,2023-07-28,Sao Paulo,social_media,5k-10k,1972-01-14,84
C1534,PATRICIA Moreyra,patrícia_moreira@gmail.com,2023-10-08,sp,email,10k-20k,2003-01-13,49
C1535, JOAO Lopes ,joão_lopes@gmail.com,2023-10-18,sp,referral,5k-10k,1994-12-16,6
C1536,Isabela  Gonçalves,isabela_gonçalves@gmail.com,2023-12-30,São Paulo,paid_search,10k-20k,1989-11-18,33
C1537,Rafael Barbosa ,rafael_barbosa@gmail.com,2023-06-30,MG,paid_search,5k-10k,1999-06-20,30
C1538,PATRICIA pacheco,patrícia_pacheco@gmail.com,2023-10-25,SP,organic,5k-10k,1999-01-31,96
C1539, Mária Santos,maria_santos@gmail.com,2023-08-12,sp,referral,0-2k,1997-09-16,25
C1540,Vinícius  Macêdo,vinícius_macedo@gmail.com,2023-06-03,sp,organic,0-2k,1989-07-30,18
C1541,João xavier,joão_xavier@gmail.com,2023-10-05,Minas,direct,2k-5k,1970-07-27,72
C1542,Ana Sales,ana_sales@gmail.com,2023-10-05,Sao Paulo,referral,10k-20k,1979-06-14,98
C1543,Jõao	Godoi,joão_godoy@gmail.com,2023-03-31,Brasília,social_media,5k-10k,1989-01-07,8
C1544,Eduarda	Moura,eduarda_moura@gmail.com,2023-01-03,RJ,organic,5k-10k,1980-07-26,62
C1545, FERNANDA silva,fernanda_silva@gmail.com,2023-08-06,XX,organic,2k-5k,1978-06-04,42
C1546,JOAO dias ,joão_dias@gmail.com,2023-07-19,Distrito Federal,paid_search,5k-10k,1998-10-18,94
C1547, Carl0s Nunes,carlos_nunes@gmail.com,2023-06-30,Espirito Santo,social_media,10k-20k,1983-12-03,86
C1548,Mária Santo ,maria_santos@gmail.com,2023-01-15,Bahia,social_media,20k+,1984-02-19,49
C1549, EDUARDA Pinto ,eduarda_pinto@gmail.com,2023-04-13,Minas Gerais,paid_search,5k-10k,1974-01-04,80
C1550,João  Salles,joão_sales@gmail.com,2023-04-17,Santa Catarina,social_media,0-2k,1983-03-01,86
C1551,maria  Lopes ,maria_lopes@gmail.com,2023-12-14,Brasília,referral,5k-10k,1985-07-09,96
C1552,joao   fonseca,joão_fonseca@gmail.com,2023-03-25,Bahia,organic,20k+,1992-06-10,53
C1553,Jõao   Castro ,joão_castro@gmail.com,2023-09-17,Estado de SP,organic,20k+,1972-08-12,58
C1554,Tiago   Macêdo,thiago_macedo@gmail.com,2023-04-13,Estado de SP,email,0-2k,1971-04-01,4
C1555,GABRIELA Borjes,gabriela_borges@gmail.com,2023-03-24,Espírito Santo,social_media,20k+,1997-05-22,30
C1556,JULIANA   amaral,juliana_amaral@gmail.com,2023-10-10,Estado de SP,social_media,20k+,1996-03-23,55
C1557,ana	Amaral,ana_amaral@gmail.com,2023-08-24,BR,social_media,5k-10k,1975-11-23,36
C1558, MARIA Lopes,maria_lopes@gmail.com,2023-07-31,M.G.,paid_search,0-2k,1997-12-30,74
C1559,Isabela	moura,isabela_moura@gmail.com,2023-07-17,BR,organic,2k-5k,1990-10-15,2
C1560,PATRICIA	farias,patrícia_farias@gmail.com,2023-04-08,Sao Paulo,referral,2k-5k,1996-04-21,2
C1561,João	Olvera,joão_oliveira@gmail.com,2023-01-31,sp,email,0-2k,1977-10-11,42
C1562, Mária amaral,maria_amaral@gmail.com,2023-04-02,S.P.,direct,20k+,1970-05-24,38
C1563,Letícia   Amaral,letícia_amaral@gmail.com,2023-05-10,RJ,paid_search,10k-20k,1972-03-22,51
C1564,Eduarda	Pacheco,eduarda_pacheco@gmail.com,2023-10-17,Sao Paulo,email,0-2k,1982-12-02,63
C1565,LUCAS  Nevez,lucas_neves@gmail.com,2023-03-27,Estado de SP,paid_search,5k-10k,1971-09-01,66
C1566,Carlos   Gonçalvez,carlos_gonçalves@gmail.com,2023-12-17,rj,email,2k-5k,2000-09-08,82
C1567,Bruno  santos,bruno_santos@gmail.com,2023-08-22,Sao Paulo,organic,0-2k,2003-07-20,32
C1568,Patricia azevedo ,patrícia_azevedo@gmail.com,2023-09-25,Estado de SP,social_media,10k-20k,2002-08-29,25
C1569,CARLOS	Azevedo,carlos_azevedo@gmail.com,2023-04-22,sp,email,20k+,1973-04-29,1
C1570,Maria Pinto,maria_pinto@gmail.com,2023-10-16,GO,referral,5k-10k,1978-03-15,87
C1571,EDUARDA   Braga,eduarda_braga@gmail.com,2023-05-05,bahia,email,5k-10k,1998-08-13,50
C1572,CAMILA lacerda ,camila_lacerda@gmail.com,2023-08-04,sp,referral,0-2k,1972-02-14,25
C1573,Matheus  machado,matheus_machado@gmail.com,2023-07-12,Sao Paulo,social_media,2k-5k,1989-04-23,100
C1574,Mária aguiar ,maria_aguiar@gmail.com,2023-01-30, ,paid_search,5k-10k,2003-05-12,44
C1575,Mária silva,maria_silva@gmail.com,2023-02-17,Distrito Federal,paid_search,10k-20k,1980-03-07,77
C1576,maria   Andrade,maria_andrade@gmail.com,2023-01-27,BA,paid_search,0-2k,2003-12-31,65
C1577,Fernanda	Nunes,fernanda_nunes@gmail.com,2023-12-01,Sao Paulo,organic,2k-5k,1990-06-14,25
C1578,Matheus	lopes,matheus_lopes@gmail.com,2023-11-04,Santa Catarina,direct,5k-10k,1988-09-01,35
C1579,maria Figueiredo ,maria_figueiredo@gmail.com,2023-07-26,Sao Paulo,referral,5k-10k,1988-03-17,14
C1580,EDUARDA Queiroz ,eduarda_queiroz@gmail.com,2023-02-17,S.P.,paid_search,20k+,1977-02-10,23
C1581,RODRIGO Paiva ,rodrigo_paiva@gmail.com,2023-08-22,Santa Catarina,social_media,0-2k,1986-08-21,81
C1582, Leticia Santana,letícia_santana@gmail.com,2023-08-26,M.G.,paid_search,5k-10k,1971-10-21,74
C1583,Matheus   Santos,matheus_santos@gmail.com,2023-06-13,RJ,social_media,5k-10k,1975-04-24,41
C1584,ANA  Fernandes,ana_fernandes@gmail.com,2023-12-07,S.P.,organic,5k-10k,1977-03-08,64
C1585,Jõao  batista,joão_batista@gmail.com,2023-05-13,Paraná,direct,0-2k,1987-02-07,52
C1586,Mária peixoto ,maria_peixoto@gmail.com,2023-01-28,RS,email,5k-10k,1990-07-11,59
C1587,Matheus valente,matheus_valente@gmail.com,2023-09-10,Rio,referral,5k-10k,1987-11-01,25
C1588, An4 Dias,ana_dias@gmail.com,2023-11-05,Parana,social_media,20k+,1983-01-03,11
C1589,Patricia coelho,patrícia_coelho@gmail.com,2023-05-25,SP,referral,20k+,1998-10-30,60
C1590,Juliana   Nevez,juliana_neves@gmail.com,2023-08-17,S.P.,social_media,20k+,1985-03-31,99
C1591,Thiago Santana ,thiago_santana@gmail.com,2023-07-31,Estado de SP,email,20k+,1970-05-27,85
C1592, BEATRIZ Borges,beatriz_borges@gmail.com,2023-10-11,sp,direct,10k-20k,1972-01-17,90
C1593,BEATRIZ	queiroz,beatriz_queiroz@gmail.com,2023-05-12,Espírito Santo,referral,5k-10k,1997-05-09,100
C1594,João  Assis,joão_assis@gmail.com,2023-05-27,rj,paid_search,10k-20k,1992-12-14,73
C1595,Letícia machado ,letícia_machado@gmail.com,2023-03-21,Rio Grande do Sul,referral,10k-20k,1990-04-23,54
C1596,RODRIGO Cardozo,rodrigo_cardoso@gmail.com,2023-10-20,SP,direct,20k+,1991-03-27,57
C1597,JULIANA  pereira,juliana_pereira@gmail.com,2023-12-27,BA,paid_search,2k-5k,2002-10-08,14
C1598, João Ribeiro,joão_ribeiro@gmail.com,2023-11-10,Sao Paulo,organic,10k-20k,1989-11-03,96
C1599,Patrícia Moreyra ,patrícia_moreira@gmail.com,2023-05-12,rj,organic,5k-10k,1975-01-25,12
C1600,PATRICIA Valente,patrícia_valente@gmail.com,2023-02-18,rj,direct,0-2k,1973-10-07,38
C1601,Amanda   SOUZA,amanda_souza@gmail.com,2023-02-24,SP,email,20k+,1977-07-11,3
C1602,RAFAEL  farias,rafael_farias@gmail.com,2023-04-11,RS,social_media,10k-20k,1972-03-31,30
C1603,Isabela	Oliveira,isabela_oliveira@gmail.com,2023-04-10,São Paulo,organic,5k-10k,1971-12-18,53
C1604,Tiago Machado ,thiago_machado@gmail.com,2023-12-17,Sao Paulo,direct,0-2k,2001-08-29,84
C1605,Eduarda	Fonseca,eduarda_fonseca@gmail.com,2023-05-13,Minas Gerais,direct,20k+,1976-04-25,6
C1606,gustav0 pacheco,gustavo_pacheco@gmail.com,2023-04-09,rj,direct,2k-5k,1980-02-09,72
C1607,Mária Pacheco ,maria_pacheco@gmail.com,2023-10-09,sp,paid_search,2k-5k,1987-07-27,74
C1608,Patrícia   Valente,patrícia_valente@gmail.com,2023-04-03,Goiás,organic,5k-10k,1987-05-21,99
C1609,MARIA Valentte,maria_valente@gmail.com,2023-02-03,sp,social_media,2k-5k,1979-04-23,18
C1610,Beatriz   Figueiredoo,beatriz_figueiredo@gmail.com,2023-06-11,Distrito Federal,paid_search,2k-5k,1991-06-02,36
C1611,MARIA Franco  ,maria_franco@gmail.com,2023-08-29,S.P.,direct,20k+,1983-02-03,78
C1612, Mária Monteiro,maria_monteiro@gmail.com,2023-02-01,Estado de SP,direct,5k-10k,1994-10-19,29
C1613,Rafael	costa,rafael_costa@gmail.com,2023-01-26,S.P.,email,5k-10k,1989-06-17,25
C1614,Mateus	porto,matheus_porto@gmail.com,2023-05-23,Santa Catarina,paid_search,20k+,1996-10-01,68
C1615,MARIA Paivah,maria_paiva@gmail.com,2023-01-24,PR,organic,5k-10k,1999-10-22,71
C1616,Fernanda  campos,fernanda_campos@gmail.com,2023-02-01,Rio,paid_search,10k-20k,1978-06-13,43
C1617,Lucas  Cardozo,lucas_cardoso@gmail.com,2023-04-17,S.P.,referral,0-2k,1973-01-31,78
C1618,Vinícius  Valente,vinícius_valente@gmail.com,2023-05-29,São Paulo,organic,2k-5k,1992-01-10,13
C1619,Bruno Paiva ,bruno_paiva@gmail.com,2023-10-04,BA,paid_search,5k-10k,1999-01-16,37
C1620,An4   Neves,ana_neves@gmail.com,2023-01-04,Distrito Federal,paid_search,5k-10k,2003-05-18,37
C1621, fernanda Melo,fernanda_melo@gmail.com,2023-07-28,Rio,direct,20k+,2000-09-08,72
C1622,BRUNO Almeida,bruno_almeida@gmail.com,2023-12-23,Sao Paulo,organic,0-2k,1981-06-08,39
C1623,Rafael	Aguiar,rafael_aguiar@gmail.com,2023-01-07,SC,email,0-2k,1998-12-11,11
C1624,Eduarda Ribeiro ,eduarda_ribeiro@gmail.com,2023-03-24,SP,paid_search,2k-5k,1997-08-09,9
C1625, Lucas machado,lucas_machado@gmail.com,2024-01-01,RJ,paid_search,2k-5k,1991-12-07,10
C1626,Amanda  macedo,amanda_macedo@gmail.com,2023-03-08,Minas,social_media,10k-20k,1969-06-23,47
C1627,João Moura ,joão_moura@gmail.com,2023-08-12,SP,paid_search,0-2k,2001-08-22,81
C1628,Mateus  Azevedo ,matheus_azevedo@gmail.com,2023-05-08,sp,referral,20k+,1999-09-28,50
C1629, Lucas CARVALHO,lucas_carvalho@gmail.com,2023-06-07,Santa Catarina,referral,5k-10k,1988-02-26,58
C1630,CARLOS peixoto ,carlos_peixoto@gmail.com,2023-11-12,BA,email,5k-10k,1976-07-08,41
C1631,Isabella	moura,isabela_moura@gmail.com,2023-06-04,Minas Gerais,referral,2k-5k,1969-09-22,43
C1632, An4 Machado,ana_machado@gmail.com,2023-12-23,sp,referral,20k+,1972-02-07,66
C1633,Camila Andrade ,camila_andrade@gmail.com,2023-06-09,sp,referral,0-2k,1978-05-18,98
C1634,Vinícius Andrad ,vinícius_andrade@gmail.com,2023-08-14,Estado de SP,email,5k-10k,1997-04-14,57
C1635,Fernanda Moura,fernanda_moura@gmail.com,2023-02-16,RJ,social_media,0-2k,1998-01-05,15
C1636,Camila	Azevedo ,camila_azevedo@gmail.com,2023-03-03,São Paulo,paid_search,0-2k,1969-04-30,3
C1637,Vinícius  Nascimento,vinícius_nascimento@gmail.com,2023-05-19,Bahia,social_media,5k-10k,2002-03-26,34
C1638,Isabella  farias,isabela_farias@gmail.com,2023-10-05,ES,email,2k-5k,1988-07-17,30
C1639,Maria amaral,maria_amaral@gmail.com,2023-11-16,Brasil,email,10k-20k,1980-03-30,69
C1640,Gustavo Nascimento ,gustavo_nascimento@gmail.com,2023-10-13,Parana,referral,20k+,1994-09-10,69
C1641,Tiago machado,thiago_machado@gmail.com,2023-05-13,Bahia,direct,10k-20k,1992-11-14,77
C1642,Tiago  Amaral,thiago_amaral@gmail.com,2023-10-21,Estado de SP,referral,2k-5k,1970-10-28,54
C1643,Beatriz  Rocha,beatriz_rocha@gmail.com,2023-08-03,Estado de SP,email,10k-20k,1984-01-03,8
C1644,Thiago   Valentte,thiago_valente@gmail.com,2023-09-12,sp,organic,10k-20k,1986-11-14,19
C1645, AMANDA silva,amanda_silva@gmail.com,2023-08-01,rj,referral,5k-10k,1985-08-11,7
C1646,Rafael Franco,rafael_franco@gmail.com,2023-09-20,São Paulo,direct,0-2k,1971-08-13,16
C1647,Vinícius azevedo ,vinícius_azevedo@gmail.com,2023-04-23,,email,5k-10k,1989-03-27,96
C1648,FERNANDA pacheco ,fernanda_pacheco@gmail.com,2023-04-06,Estado de SP,direct,10k-20k,1989-06-10,6
C1649,maria   Martins,maria_martins@gmail.com,2023-02-19,RJ,referral,0-2k,1995-06-01,92
C1650, Vinícius Campos,vinícius_campos@gmail.com,2023-08-07,GO,direct,5k-10k,1970-06-05,94
C1651,Vinicius   Almeida,vinícius_almeida@gmail.com,2023-06-05,M.G.,referral,2k-5k,1980-12-13,3
C1652,Beatriz	Valentte,beatriz_valente@gmail.com,2023-10-15,Paraná,referral,5k-10k,1980-10-02,37
C1653,JULIANA Ribeiro ,juliana_ribeiro@gmail.com,2023-09-18,RJ,organic,2k-5k,1988-02-01,69
C1654, gustav0 paiva,gustavo_paiva@gmail.com,2023-06-25,bahia,paid_search,5k-10k,1982-03-04,32
C1655,Beatriz Valente,beatriz_valente@gmail.com,2023-04-30,S.P.,social_media,2k-5k,1976-05-22,91
C1656,Lucas santana ,lucas_santana@gmail.com,2023-05-13,Rio Grande do Sul,social_media,0-2k,1974-11-06,52
C1657,Gustavo   costa,gustavo_costa@gmail.com,2023-04-11,SP,direct,20k+,2001-01-17,7
C1658,gustav0 Amaral,gustavo_amaral@gmail.com,2023-07-31,S.P.,organic,2k-5k,1994-04-15,59
C1659,Bruno	Santo,bruno_santos@gmail.com,2023-05-17,sp,direct,20k+,2003-09-08,35
C1660,MARIA	Lima,maria_lima@gmail.com,2023-12-09,SC,organic,5k-10k,1998-07-13,34
C1661,LUCAS   campos,lucas_campos@gmail.com,2023-06-13,Sao Paulo,referral,2k-5k,2002-09-29,80
C1662,Tiago   cardoso,thiago_cardoso@gmail.com,2023-09-03,Parana,social_media,10k-20k,2002-12-25,81
C1663, Matheus porto,matheus_porto@gmail.com,2023-06-15,Santa Catarina,email,10k-20k,1980-07-16,21
C1664, Gabriela porto,gabriela_porto@gmail.com,2023-05-05,GO,social_media,10k-20k,1979-09-29,5
C1665,Ana  Franco ,ana_franco@gmail.com,2023-11-24,SP,social_media,2k-5k,1983-05-03,16
C1666, JOAO Melo,joão_melo@gmail.com,2023-12-14,Paraná,social_media,0-2k,1992-10-05,68
C1667,Vinícius  Barroz,vinícius_barros@gmail.com,2023-09-16,Estado de SP,direct,10k-20k,1994-05-27,48
C1668,Tiago Machdo ,thiago_machado@gmail.com,2023-02-14,MG,organic,10k-20k,1984-04-22,44
C1669,Rodrigo Lacerda,rodrigo_lacerda@gmail.com,2023-08-27,SC,referral,20k+,1970-02-01,34
C1670,Ana Andrade ,ana_andrade@gmail.com,2023-05-27,Goiás,paid_search,0-2k,1977-04-13,27
C1671,AMANDA	Pinto,amanda_pinto@gmail.com,2023-02-24,sp,social_media,5k-10k,1987-04-17,24
C1672,An4 monteiro,ana_monteiro@gmail.com,2023-02-16,sp,referral,2k-5k,1990-08-21,56
C1673,Leticia  Bezerra,letícia_bezerra@gmail.com,2023-10-31,BR,social_media,2k-5k,1971-08-20,83
C1674,fernanda amaral ,fernanda_amaral@gmail.com,2023-11-04,,organic,2k-5k,1982-03-09,7
C1675,Carlos  Santanna,carlos_santana@gmail.com,2023-01-30,Espírito Santo,organic,5k-10k,2004-09-10,70
C1676,carlos Santo,carlos_santos@gmail.com,2023-10-23,BR,paid_search,5k-10k,1984-03-24,67
C1677,JULIANA Borges,juliana_borges@gmail.com,2023-04-08,Minas Gerais,paid_search,20k+,2004-08-09,82
C1678,Camila  lopes,camila_lopes@gmail.com,2023-09-03,Brasil,social_media,20k+,2004-09-12,93
C1679,PATRICIA   Diass,patrícia_dias@gmail.com,2023-03-05,Brasília,organic,2k-5k,1990-10-28,14
C1680,RODRIGO Oliveira,rodrigo_oliveira@gmail.com,2023-10-01,Estado de SP,referral,20k+,1994-03-01,11
C1681,Patricia Montero,patrícia_monteiro@gmail.com,2023-01-26,Rio Grande do Sul,organic,10k-20k,1995-01-21,1
C1682,Carl0s aguiar,carlos_aguiar@gmail.com,2023-12-12,BA,direct,10k-20k,2001-02-16,28
C1683,GABRIELA  souza,gabriela_souza@gmail.com,2023-11-22,Brasília,social_media,0-2k,1993-05-23,56
C1684,Isabella batista ,isabela_batista@gmail.com,2023-12-24,M.G.,social_media,10k-20k,1985-12-05,42
C1685,Carl0s fonseca ,carlos_fonseca@gmail.com,2023-12-14,GO,social_media,0-2k,1983-05-08,15
C1686,Amanda	santos,amanda_santos@gmail.com,2023-08-09,São Paulo,email,20k+,2001-02-25,79
C1687,Juliana	moura,juliana_moura@gmail.com,2023-12-25,sp,direct,5k-10k,2000-04-26,74
C1688,GABRIELA   moreira,gabriela_moreira@gmail.com,2023-03-10,Sao Paulo,organic,0-2k,1977-11-07,53
C1689,Gustavo gonçalves,gustavo_gonçalves@gmail.com,2023-02-24,RS,social_media,2k-5k,1977-06-20,86
C1690,JULIANA   nunes,juliana_nunes@gmail.com,2023-03-07,Santa Catarina,referral,20k+,1988-04-21,55
C1691,Juliana  Macedo,juliana_macedo@gmail.com,2023-12-09,Estado de SP,referral,0-2k,1981-10-19,98
C1692,Eduarda monteiro ,eduarda_monteiro@gmail.com,2023-12-07,Paraná,social_media,0-2k,2004-08-28,12
C1693,CARLOS   miranda,carlos_miranda@gmail.com,2023-02-07,Parana,referral,2k-5k,1998-06-10,45
C1694,Camila  Diass,camila_dias@gmail.com,2023-06-20,São Paulo,organic,10k-20k,1983-01-28,12
C1695,Ana	Nascimento,ana_nascimento@gmail.com,2023-10-21,SP,paid_search,10k-20k,2001-08-04,16
C1696,RODRIGO  Amaral ,rodrigo_amaral@gmail.com,2023-01-16,Espirito Santo,social_media,10k-20k,2002-09-09,16
C1697,lucas   santana,lucas_santana@gmail.com,2023-11-09,Minas,social_media,2k-5k,1998-10-01,37
C1698, Jõao pacheco,joão_pacheco@gmail.com,2023-10-27,São Paulo,paid_search,2k-5k,1971-09-08,83
C1699, Gustavo Morais,gustavo_morais@gmail.com,2023-02-16,Sao Paulo,paid_search,5k-10k,1988-12-18,28
C1700,Gabriela azevedo ,gabriela_azevedo@gmail.com,2023-06-20,SP,email,10k-20k,1971-12-05,85
C1701,gustav0   aguiar,gustavo_aguiar@gmail.com,2023-10-28,SP,organic,10k-20k,1997-04-30,41
C1702,Gabriela Coelho,gabriela_coelho@gmail.com,2023-05-22,Santa Catarina,direct,10k-20k,1998-12-20,26
C1703,CAMILA	Santo,camila_santos@gmail.com,2023-04-30,sp,referral,2k-5k,1998-01-06,8
C1704,Mária  miranda,maria_miranda@gmail.com,2023-10-06,Minas,social_media,2k-5k,2004-09-30,65
C1705, Bruno Barroz,bruno_barros@gmail.com,2023-02-21,SP,social_media,5k-10k,1974-08-01,49
C1706,ana Assis ,ana_assis@gmail.com,2023-06-21,S.P.,social_media,5k-10k,1979-04-20,75
C1707,CARLOS andrade ,carlos_andrade@gmail.com,2023-12-11,Santa Catarina,referral,2k-5k,1989-10-06,20
C1708,JOAO Almeida ,joão_almeida@gmail.com,2023-06-19,MG,organic,0-2k,1978-05-05,31
C1709,Thiago sales,thiago_sales@gmail.com,2023-07-15,Rio Grande do Sul,direct,0-2k,1986-06-24,75
C1710,maria  Valente,maria_valente@gmail.com,2023-03-10,Espirito Santo,email,5k-10k,1988-09-15,3
C1711,Isabela	Pinto ,isabela_pinto@gmail.com,2023-02-14,PR,email,20k+,1982-06-22,50
C1712, Gustavo Nunes,gustavo_nunes@gmail.com,2023-06-07,São Paulo,direct,2k-5k,1969-06-05,2
C1713,fernanda  Cardoso,fernanda_cardoso@gmail.com,2023-10-21,Espírito Santo,email,20k+,2001-06-13,17
C1714,Thiago  Olvera,thiago_oliveira@gmail.com,2023-03-15,Sao Paulo,referral,20k+,1996-10-14,16
C1715,João   Assiz,joão_assis@gmail.com,2023-01-31,GO,direct,2k-5k,1983-11-27,99
C1716, Fernanda Mendess,fernanda_mendes@gmail.com,2023-10-03,sp,social_media,5k-10k,1987-09-06,70
C1717,Lucas	santana,lucas_santana@gmail.com,2023-02-13,SP,direct,20k+,1989-10-08,3
C1718, Letícia Araujo,letícia_araújo@gmail.com,2023-08-09,SP,paid_search,5k-10k,1975-10-30,17
C1719,Eduarda Pinto ,eduarda_pinto@gmail.com,2023-03-29,Distrito Federal,social_media,5k-10k,1987-12-18,11
C1720,ana Diass,ana_dias@gmail.com,2023-11-12,SP,email,2k-5k,1975-08-14,23
C1721, Letícia Machdo,letícia_machado@gmail.com,2023-11-10,Rio de Janeiro,social_media,0-2k,1999-05-06,89
C1722,João Montero ,joão_monteiro@gmail.com,2023-09-16,Estado de SP,email,2k-5k,1982-05-28,0
C1723,lucas	Azevedo ,lucas_azevedo@gmail.com,2023-04-19,Sao Paulo,social_media,10k-20k,1998-06-29,72
C1724, Gustavo xavier,gustavo_xavier@gmail.com,2023-12-20,MG,referral,2k-5k,1971-06-09,18
C1725,Leticia Santos,letícia_santos@gmail.com,2023-01-16,Espírito Santo,paid_search,5k-10k,1983-02-16,90
C1726,fernanda	Baptista,fernanda_batista@gmail.com,2023-06-22,Rio Grande do Sul,referral,20k+,1997-07-06,49
C1727,Juliana   Lima,juliana_lima@gmail.com,2023-07-03,São Paulo,organic,5k-10k,1979-11-12,88
C1728,Vinicius	Nascimento,vinícius_nascimento@gmail.com,2023-05-04,S.P.,social_media,20k+,1996-09-06,99
C1729,Vinicius mendes,vinícius_mendes@gmail.com,2023-10-14,Rio,direct,10k-20k,1972-04-01,67
C1730,ANA Freitas,ana_freitas@gmail.com,2023-09-30,ES,email,2k-5k,1999-12-03,63
C1731,Beatriz Dias,beatriz_dias@gmail.com,2023-11-04,São Paulo,direct,10k-20k,1973-09-15,62
C1732,fernanda	Castro,fernanda_castro@gmail.com,2023-12-02,São Paulo,referral,0-2k,1986-06-29,95
C1733,Beatriz  correia,beatriz_correia@gmail.com,2023-02-12,São Paulo,referral,10k-20k,1994-07-04,95
C1734,GABRIELA azevedo ,gabriela_azevedo@gmail.com,2023-09-14,M.G.,organic,0-2k,1995-10-18,9
C1735,bruno Melo ,bruno_melo@gmail.com,2023-07-06,Sao Paulo,referral,5k-10k,1995-10-31,29
C1736, joao Bragga,joão_braga@gmail.com,2023-12-01,SP,social_media,5k-10k,2000-03-31,23
C1737,Maria Pacheco ,maria_pacheco@gmail.com,2023-06-16,Minas Gerais,paid_search,10k-20k,1973-07-12,13
C1738,PATRICIA   Paivah,patrícia_paiva@gmail.com,2023-02-09,sp,direct,20k+,1976-01-04,87
C1739,BEATRIZ  Bezerra,beatriz_bezerra@gmail.com,2023-08-05,São Paulo,referral,0-2k,1970-10-08,61
C1740, gustav0 Santana,gustavo_santana@gmail.com,2023-12-31,S.P.,direct,2k-5k,1995-11-07,46
C1741,Vinícius Olvera,vinícius_oliveira@gmail.com,2023-08-27,ES,organic,20k+,1995-08-02,68
C1742, RODRIGO fonseca,rodrigo_fonseca@gmail.com,2023-11-23,S.P.,paid_search,0-2k,1992-12-23,69
C1743,Mária Paivah,maria_paiva@gmail.com,2023-05-08,Sao Paulo,organic,20k+,1972-03-26,37
C1744,Carlos   Macêdo,carlos_macedo@gmail.com,2023-03-07,Espírito Santo,organic,20k+,2000-08-06,14
C1745,joao Bezerra ,joão_bezerra@gmail.com,2023-03-01,RJ,paid_search,0-2k,1976-01-22,60
C1746, JOAO Freitas,joão_freitas@gmail.com,2023-06-19,RS,paid_search,5k-10k,1977-09-14,28
C1747, Juliana figueiredo,juliana_figueiredo@gmail.com,2023-02-20,ES,social_media,2k-5k,1982-12-17,45
C1748,JULIANA   Bezerra,juliana_bezerra@gmail.com,2023-06-15,GO,referral,10k-20k,1971-01-02,33
C1749,Patricia Baptista,patrícia_batista@gmail.com,2023-02-23,Bahia,referral,20k+,1974-08-01,2
C1750,joao	Almeida,joão_almeida@gmail.com,2023-02-04,S.P.,direct,5k-10k,1969-08-03,79
C1751,Tiago Mendes,thiago_mendes@gmail.com,2023-10-25,SP,social_media,10k-20k,1992-02-05,76
C1752,Leticia Borjes,letícia_borges@gmail.com,2023-10-25,São Paulo,organic,20k+,1996-12-21,64
C1753,Mária	Santos,maria_santos@gmail.com,2023-06-18,SP,paid_search,5k-10k,1979-10-09,62
C1754,GABRIELA Andrade,gabriela_andrade@gmail.com,2023-02-22,R.J.,email,5k-10k,1973-11-27,40
C1755, Eduarda souza,eduarda_souza@gmail.com,2023-09-09,São Paulo,direct,20k+,1984-03-15,62
C1756,Ana morais ,ana_morais@gmail.com,2023-12-08,SP,referral,0-2k,2000-12-01,88
C1757,Vinicius   Morais ,vinícius_morais@gmail.com,2023-11-16,SP,social_media,5k-10k,1984-02-20,68
C1758,Jõao Batista,joão_batista@gmail.com,2023-01-25,Parana,referral,2k-5k,1970-07-12,64
C1759,RODRIGO  duarte,rodrigo_duarte@gmail.com,2023-08-27,Sao Paulo,email,5k-10k,1998-09-28,23
C1760,Eduarda  monteiro,eduarda_monteiro@gmail.com,2023-02-26,S.P.,social_media,20k+,1991-01-09,44
C1761,João  Bezerra ,joão_bezerra@gmail.com,2023-08-03,S.P.,organic,2k-5k,1974-12-10,32
C1762,Amanda Mirranda,amanda_miranda@gmail.com,2023-07-16,Bahia,organic,10k-20k,1985-08-11,2
C1763,EDUARDA   Coelho,eduarda_coelho@gmail.com,2023-07-19,SP,direct,2k-5k,1993-04-12,26
C1764, CARLOS Lacerda,carlos_lacerda@gmail.com,2023-12-09,DF,direct,0-2k,1999-12-29,69
C1765,João   Araújo,joão_araújo@gmail.com,2023-01-19,Paraná,paid_search,0-2k,1982-10-04,3
C1766,Bruno Lacerda ,bruno_lacerda@gmail.com,2023-05-23,Paraná,email,20k+,2004-06-22,34
C1767,Carl0s santos,carlos_santos@gmail.com,2023-09-16,SC,direct,5k-10k,1995-12-04,92
C1768,Isabella aguiar ,isabela_aguiar@gmail.com,2023-04-01,SC,email,10k-20k,1997-02-14,84
C1769,ANA  Cardoso,ana_cardoso@gmail.com,2023-07-02,Bahia,social_media,0-2k,1969-11-04,93
C1770,João Godoi ,joão_godoy@gmail.com,2023-12-25,sp,referral,10k-20k,1979-02-02,47
